Date,Close
8/26/2019 16:00:00,4.26
8/27/2019 16:00:00,4.49
8/28/2019 16:00:00,4.24
8/29/2019 16:00:00,4.26
8/30/2019 16:00:00,4.21
9/3/2019 16:00:00,4.03
9/4/2019 16:00:00,3.63
9/5/2019 16:00:00,3.7
9/6/2019 16:00:00,3.39
9/9/2019 16:00:00,3.1
9/10/2019 16:00:00,3.16
9/11/2019 16:00:00,3.06
9/12/2019 16:00:00,2.97
9/13/2019 16:00:00,3.12
9/16/2019 16:00:00,3.36
9/17/2019 16:00:00,3.33
9/18/2019 16:00:00,3.14
9/19/2019 16:00:00,3.06
9/20/2019 16:00:00,3.25
9/23/2019 16:00:00,3.39
9/24/2019 16:00:00,3.22
9/25/2019 16:00:00,3.35
9/26/2019 16:00:00,3.37
9/27/2019 16:00:00,3.54
9/30/2019 16:00:00,3.5
